user_id,skills,solved_count,attempts,user_type
903782,Python|C|Java|C++,58,44,W
903783,C++,2,20,S
1165929,Java,0,3,NA
1165931,C,0,4,NA
1034861,C,4,11,W
1428078,Java|C++,1,9,W
1165935,Java,1,3,NA
903793,Python,1,6,NA
903795,C|Java|C++,27,32,W
942917,C,0,6,NA
1165943,C,5,4,NA
1165944,C++,0,1,NA
1008385,C#,1,1,W
1428092,C++,4,7,W
1428095,Python|C|C++,14,27,W
1209495,C|Java|C++,19,25,NA
1165954,Java,1,0,W
903811,C|C++,5,11,S
1231341,Java,5,5,W
1428104,C++,8,2,NA
1419515,C,1,17,NA
903820,Text|C++,10,21,S
903822,Java|C++,7,7,S
1034895,C,13,18,W
903824,C#,8,9,W
903825,C|Java,18,48,W
903826,Java,2,1,W
903828,Python|C|Java|C++,20,5,W
1428122,C,0,1,NA
1143964,Java,3,3,W
903844,Python|C|Ruby|C++,24,43,S
1034919,Python,2,0,W
903848,Python|C++,18,7,W
903849,C|Java|C++,13,23,W
903850,Python|C|C++,20,19,W
969106,Java,2,1,NA
903856,C++,7,3,S
1253194,Java,2,0,W
903861,Java|C++,4,1,W
1318731,C++,0,2,NA
1166022,Java,1,4,NA
1428168,C++,3,4,W
1034953,C++,1,2,NA
1428171,C,0,3,NA
903673,C++,15,19,S
1043304,Java|C++,1,4,W
1428177,C|C++,5,24,NA
1428179,C,0,1,NA
1363650,Python,0,1,NA
1034747,C|C++,3,2,W
1166043,Java,0,8,W
1428188,C++,4,4,W
1166046,Java,0,5,W
1080831,C++,5,6,NA
1253202,C,4,4,NA
1034983,C|C++,2,6,W
1034984,C++,1,1,NA
1034985,C,9,70,W
969214,C#|C,9,32,S
1034988,C++,1,0,NA
1166062,C++,2,2,NA
1166063,C#,1,0,W
903920,Python|Ruby|Java|C++,22,21,S
1034994,C++,1,1,W
1034996,C|Java|C++,48,74,NA
1035000,Java|C++,16,18,W
956015,C++,1,0,S
1035010,C|Java|C++,2,8,W
1035013,C,0,2,NA
1035015,C++,0,7,NA
1428232,PHP,1,0,NA
1035020,C,0,4,NA
1428237,C++,2,4,NA
1428240,C,1,11,NA
1035025,C++,11,19,NA
1035026,C,1,0,NA
1035027,Java,9,11,W
1428244,C++,1,0,W
1166102,C++,10,6,NA
1035033,Python|C++,11,7,NA
1035034,C,0,3,NA
1035036,Java,2,2,NA
1035038,C|Java|C++,13,26,W
1166111,JavaScript,0,1,W
1035041,Java|C++,13,4,NA
1035043,C|C++,7,7,NA
1035045,C++,7,7,W
1428262,C++,10,13,W
1166123,C,0,1,W
1035052,Python|C,11,21,NA
1428269,C++,4,11,NA
1035056,C|C++,0,2,NA
1035057,C|C++,5,3,NA
1428274,Java,0,3,NA
1035062,C|PHP,3,15,NA
1428285,C++,1,0,W
1166143,Python|C++,13,9,NA
1428288,C,1,2,NA
1428289,C++,3,0,W
904002,Python|C|Java,6,6,NA
1166158,Ruby|Java|C++,18,42,W
1166162,Java,0,1,W
969232,Java|C++,14,11,S
1166167,C,0,8,W
1030215,C++,1,2,NA
904026,Java,4,7,W
1166173,Java,0,2,NA
1428319,C++,1,2,W
1035104,C|C++,0,17,W
1428323,JavaScript(Rhino),0,1,W
1035115,Java|C++,21,22,W
1166188,C|C++,2,20,W
1034772,C,4,17,NA
1166191,Python,1,0,NA
1035123,C,0,1,NA
1035125,Java,0,35,NA
1166198,Java|C++,6,6,NA
1428343,C,0,1,NA
904057,Java,1,0,W
1035136,C++,2,0,NA
1428355,C++,0,2,W
1166212,Java,2,6,W
1030204,C++,2,0,NA
1428361,C,0,1,NA
1035147,C++,1,7,W
1035150,C,2,8,W
1428369,JavaScript(Node.js),1,3,W
1166226,C,2,2,NA
1144005,C,5,18,W
1428373,C++,1,9,W
1428376,C++,2,8,W
1318769,C++,2,2,NA
904093,C++,5,1,S
1428384,C++,3,3,W
1361921,C,0,2,NA
1166243,C++,1,1,NA
903709,Python|Java,3,3,W
1035174,Java,1,15,W
1035177,Java,2,0,NA
1166254,C++,5,53,NA
947402,C|Java|C++,18,31,S
1428405,C++,2,4,W
1035193,C|C++,4,38,W
1166266,C|C++,0,6,NA
1166267,Java,0,2,W
1035196,C|C++,15,19,NA
1428413,C,0,1,NA
1035198,C|C++,21,4,NA
1428415,C++,5,7,NA
1428421,C++,9,9,W
1035207,C|Java|C++,11,11,W
1428424,C++,1,0,W
1078478,PHP,2,2,W
1035215,Java,5,3,NA
1035219,C|C++,3,3,NA
1035220,C++,3,2,NA
1428437,C++,0,1,W
1035226,C|Java|C++,21,44,W
942929,PHP,0,1,NA
1056638,C#,4,1,W
1035243,C|C++,5,8,NA
1166316,Python,3,2,NA
1428464,C#,0,1,NA
1166322,C,4,5,W
1428471,C++,0,1,NA
1035258,C++,1,0,NA
1428479,C++,2,14,NA
1012951,C++,22,16,NA
1428481,C++,1,1,NA
1428482,Python|C++,26,4,W
1035267,C++,3,2,NA
1035269,C|C++,10,19,NA
1035270,C,5,14,W
1428487,C|C++,0,4,NA
1318787,C++,28,46,NA
1428490,C++,4,2,NA
1035275,C,4,20,W
1035276,C|Java|C++,48,82,W
1428493,C++,2,3,W
1428494,C|C++,2,1,W
1166351,Python|C,6,66,NA
1035281,C|C++,6,9,NA
1428498,C|C++,1,2,W
1035283,Java,8,22,W
1166356,C|C++,20,25,W
969264,C|C++,2,2,NA
1166359,Python|PHP|Java|C++,23,22,W
1035294,C|Java|C++,3,13,W
1166367,Java,0,3,W
1428512,C++,1,2,NA
1035297,C++,1,0,NA
1428514,C|C++,2,11,NA
1166371,C|C++,5,13,NA
1166372,C#|Python|Java,1,27,W
1428522,C++,0,2,NA
1035307,C|C++,2,9,NA
1428524,C|Java,1,7,NA
1035310,C|C++,2,3,NA
1406175,JavaScript(Node.js),4,2,W
1035315,C++,0,3,NA
1035317,Python,3,12,NA
1144032,Java,0,1,NA
1428535,C++,4,19,W
1428536,C++,1,1,NA
1035321,C++,0,1,NA
1428538,C++,0,4,NA
1428540,C,0,7,NA
1428542,C++,2,1,NA
1035327,Java,6,0,NA
1035328,Java|C++,110,78,NA
1428547,C,0,2,NA
1428548,C++,0,33,W
1035333,C|Java|C++,25,96,NA
1035334,Java,66,35,W
1428553,C++,1,2,W
1428554,Python,0,1,W
1428555,C++,1,12,NA
1166412,Java|C++,9,4,NA
1166413,C++,6,11,NA
1035342,C++,4,2,NA
1325245,C++,1,0,NA
1166421,Java,15,9,W
1035350,C|C++,29,48,NA
1035355,C|C++,4,9,NA
1035356,Python|Java,3,6,W
1166430,Java,3,2,W
1035360,Java,1,2,NA
1428577,C,0,5,NA
1122194,Java,2,9,NA
1406184,C++,1,0,NA
1428583,C,0,1,W
1384339,C,5,19,W
1035369,C++,3,6,NA
1166442,C++,3,1,W
1428587,C,0,5,W
1035372,Python|C,19,18,NA
1428589,C++,8,5,W
1035374,C|C++,10,3,NA
904303,C++,13,72,S
904305,Objective-C,0,1,NA
1428596,C++,3,1,NA
1428597,C++,1,6,W
1035383,C++,5,1,NA
1035384,C|Java,0,5,NA
1035385,C++,5,7,W
1122198,C,1,0,NA
1428603,JavaScript(Rhino),0,3,NA
1035389,C++,46,47,NA
1166462,C,8,12,NA
1428609,C++,1,6,NA
1428613,C++,1,1,W
1253272,Java,0,3,W
1035400,C++,1,2,NA
1035402,C,3,2,NA
1166476,C|C++,33,27,NA
1166477,C|Java|C++,7,16,NA
1166479,Python|PHP,1,3,W
1428624,C,0,1,NA
1428626,C|Java,5,6,W
1035413,C|Java,2,0,NA
1428630,Java,0,7,NA
1056667,Java,7,15,W
1428634,C++,1,3,NA
1428637,C,0,1,W
1035422,C,3,4,NA
1035423,C|C++,7,16,NA
1034823,C++,3,2,NA
1035426,C,4,5,NA
1166499,,1,1,W
1035430,C|Java|C++,12,53,NA
1035432,C++,1,4,NA
1428649,C++,2,0,W
1035436,C|Java|C++,12,71,W
1428654,JavaScript(Rhino),0,7,W
1035440,C,2,0,NA
1428657,C++,2,1,NA
1428658,C|C++,6,30,W
904376,Python|C|C++,7,23,W
1428665,C,1,0,NA
1166524,Java,0,6,W
1035454,Java,0,1,NA
1035455,Java,2,0,NA
1035457,C,13,14,NA
1384354,C,0,1,NA
1035461,Python|Java|C++,9,11,NA
1035463,C,4,2,NA
1035468,C++,10,12,NA
1428686,C|C++,1,13,W
1035475,C|Java|C++,9,22,NA
1212642,Java,0,1,NA
1035479,Java,1,1,NA
1035480,C,0,2,W
1035481,C|Java|C++,23,52,NA
1428698,C++,2,7,NA
1035483,C,4,14,NA
1428700,Java|C++,1,8,W
904413,Python,2,16,W
1166558,C|Java,1,11,W
1035490,C++,4,4,NA
1035491,C|PHP|Java|C++,49,87,W
1035492,Java,1,0,W
904421,C|C++,4,1,S
1253288,C++,1,3,NA
1035498,C|C++,207,97,W
1035499,C++,27,9,NA
991145,C,17,21,NA
1035512,C|Java,12,15,W
1166586,C++,5,6,W
1166591,Java,1,2,W
1035521,C++,4,13,W
1035523,Java|C++,6,5,W
1166598,C++,2,5,W
1035527,Python|C++,1,1,NA
1035530,C,1,3,NA
1035532,Python|C#|C|Java|C++,54,30,W
1035533,C,1,0,NA
1035534,C++,1,0,W
1035535,Python|C|Java,0,4,NA
1166609,Java,8,10,W
1035538,C,3,2,NA
1166612,C|C++ (g++ 4.8.1)|C++,71,70,NA
1035541,C,7,24,NA
1035544,C,4,3,NA
1035546,C,3,16,NA
1166619,Java,0,6,NA
1035548,C,2,1,W
1035550,C,16,18,NA
1035551,C|C++,8,7,NA
1035553,Python,1,2,NA
1196082,Java,10,2,W
1166627,C++,0,4,NA
1035556,C,1,0,NA
1166629,Java,3,13,W
1166630,Python,0,2,W
1035559,C,7,6,NA
1428778,C#,0,1,W
1035564,Python|C,4,1,NA
1166638,C#|C|Ruby,16,16,W
1035567,C,2,6,NA
1166640,C++,0,1,NA
1035571,C,1,5,W
1253301,Java,0,2,W
1035574,C|PHP|Java|C++,25,35,W
904503,C++,0,2,NA
1035578,C,11,10,W
1035583,C++,1,8,NA
1035584,C|C++,16,4,W
1035585,C++,1,1,NA
1035586,C,0,1,NA
1035587,C,1,1,NA
1035589,Java,0,2,NA
1035590,C#,11,13,W
1035592,Java,4,14,W
1144078,C++,1,8,NA
1035595,C++,1,4,NA
1035596,C++,7,6,W
904525,C|Java,19,13,W
1166670,C++,0,1,W
1166671,Java|C++,26,43,W
1035600,C,0,2,NA
1035603,C,1,0,NA
1166679,Python|C,5,8,NA
904536,C|Java,0,4,W
1428826,Python,1,0,NA
1035611,C|C++,1,7,W
1340689,Java,2,5,W
1166685,C,12,16,NA
904542,Java,0,1,W
1231463,Java,10,10,W
947474,C|Java|Python|C++|PHP|Ruby,166,290,S
1035620,C|C++,3,13,NA
1166693,Python,4,5,W
1166694,Python,3,3,W
1166695,JavaScript,0,1,NA
1035625,Java,42,38,W
1035626,C,1,9,NA
904557,C++,2,0,S
1035630,C++,2,3,NA
1166703,C++,1,2,NA
1035634,C,1,1,NA
1035635,C|Java|C++,18,38,W
1144085,Java,0,2,W
1035640,C|Java,1,1,NA
1035641,Python,8,53,W
1035642,Java|C++,129,59,NA
1166717,Java,4,3,W
1166718,Java,2,15,W
942943,Java|C++,5,9,W
1035650,C|C++,18,11,NA
1035651,Python|C,10,27,NA
1035653,C,1,0,NA
1078552,C,5,8,W
1035655,Java|C++,3,3,NA
1035656,C++,7,6,NA
1035660,Java,7,9,NA
1035663,C,0,1,NA
1166736,Java,0,1,W
1035665,C#,0,1,W
1035666,C,1,0,NA
1166740,C++,7,10,NA
1035669,Python|Java|C++,10,16,NA
904600,C++,9,22,S
1166745,C|C++,2,3,NA
1166746,Java,0,1,NA
1035675,C,1,10,NA
969329,C|Java,2,0,W
1035678,Python|C,1,6,NA
904607,Python|C|C++,16,31,W
1428896,C,3,4,NA
1428897,C++,12,18,W
1035682,C,0,3,NA
1035683,C|C++,1,1,NA
1166756,C,1,2,NA
1035687,C++,1,0,NA
1035688,C,29,32,NA
1035689,Java,3,11,NA
1035691,C++,2,4,NA
1174264,Java,5,23,NA
904621,Java|C++,15,7,S
1035695,C|C++,12,9,W
1035696,C,4,5,NA
1166770,Python|C|C++,101,96,NA
1035699,C,4,12,NA
1166772,C,1,6,NA
1166773,Java,0,1,W
947488,C++,86,77,W
1035704,C|C++,23,13,W
1035708,C,4,19,W
1035709,C,6,1,NA
1035710,C++,2,4,NA
1035711,C++,1,2,NA
1035712,C,2,16,NA
904641,C++,3,1,NA
1126255,C#,6,12,W
1035716,C,8,9,NA
1035717,C++,0,1,NA
1100408,C#,0,1,NA
1035719,Java|C++,3,0,NA
1035721,Java|C++,15,15,W
1035723,C,7,12,W
1035724,Java,10,4,NA
1166797,Java,2,2,W
1166798,C++,5,9,NA
1035728,C,7,11,NA
1428945,C,0,1,NA
1166805,C|Java,5,9,W
1318864,C|Java,5,34,W
1035736,C++,2,0,NA
1035737,Python|C|C++,65,51,W
1035739,C,2,0,NA
1428958,Java,3,0,W
1428959,C|C++,0,8,W
904672,C++,7,5,W
1035745,C,2,1,NA
1035746,C,5,8,NA
904676,C++,2,0,NA
1035749,C++,2,1,NA
1035750,C|C++,40,57,NA
1035751,C|Java,20,20,W
1122259,Go,1,0,W
1035753,C++,0,1,NA
1035754,C|C++,5,0,NA
1035755,C++,1,1,NA
1035756,Java,3,10,NA
1035757,C++,5,7,W
904686,Python|Java,15,21,W
1035761,C,2,0,NA
1035762,C,2,0,NA
1035763,Java,1,0,W
1035765,C++,6,9,NA
1166838,Python|C++,17,2,NA
947499,C#,2,13,W
904697,C++,10,17,S
1122262,Java,0,1,NA
1035771,Python|C|C++,156,105,W
1166844,Java,1,1,W
1166845,C,0,2,NA
1035775,C,1,2,NA
1035776,C++,8,17,NA
1035777,C++,9,11,NA
1427377,Java,0,1,W
1035781,C,1,2,NA
1035782,Python|C|C++,7,15,NA
1035784,C|C++,1,1,NA
1035785,C,3,17,NA
1166859,Java,0,3,W
1166860,Java,6,4,W
1035789,Python|C|PHP|C++,8,4,W
1429006,C++,3,4,NA
1166864,C,14,8,NA
1166865,C,14,5,NA
1035794,C,0,23,NA
1166867,C|C++,22,7,W
947504,C|PHP|C++,13,29,S
1035799,Java,1,0,NA
1035800,C,1,0,NA
1166873,C|Java|C++,228,254,W
1166874,C|C++,6,6,NA
1166875,C|Java,51,39,NA
1013041,C++,6,3,NA
1166878,C,2,2,NA
1166880,C,10,17,NA
1035810,C++,1,0,W
991197,C|Java|C++,51,60,W
1166885,C|C++,10,9,NA
1166887,C,6,8,NA
1035816,C++,2,36,W
1166889,C|C++,10,11,NA
904746,Python|C++,12,9,W
1035819,Python|C++,3,2,NA
1166893,C|Java|C++,95,97,W
947508,Python|C|PHP,1,5,W
1035823,Java|C++,2,3,NA
1166897,C,13,20,NA
1166899,Python|C|Python 3|C++,31,71,NA
947509,Java,3,0,W
1035831,C,1,2,NA
1166904,C|C++,2,4,NA
1035833,C++,2,2,NA
1166908,C,5,0,NA
904765,C++,4,0,S
904768,C++,5,0,S
904769,C|C++,20,26,S
1035842,C++,2,8,W
1035845,C|C++,23,22,W
1166918,Python|C|Java|C++,107,116,NA
1166919,C|Java,1,5,NA
1035848,C|Java|C++,3,3,W
904777,Text|C|C++,17,19,W
1166923,C,16,10,NA
1035852,C|C++,11,32,NA
1035853,C|C++,0,2,W
1035854,C|Java|C++,120,83,W
1035855,Java,0,4,NA
1166928,C|Java,71,64,NA
1166930,C|Java,12,15,NA
1166931,Python|C|Java|C++,53,32,W
1166932,C|C++,35,8,NA
904789,Text|C|Java|C++,22,61,S
1231504,C++,15,29,NA
1035864,Java,2,0,NA
1166939,C|C++,87,52,NA
1428113,C,1,17,NA
1166941,C,4,14,NA
1035874,C,2,3,NA
1035877,C|C++,1,1,NA
991208,PHP,2,11,W
1166951,PHP,9,20,W
1035880,C,0,4,NA
1166953,Java,7,9,W
904810,C|C++,4,4,W
1166962,Java,3,1,NA
1231509,C|C++,7,7,NA
1035893,C,14,9,NA
904822,Java,1,9,NA
1035897,C,1,0,NA
1035904,C++,0,3,NA
1035906,C,0,5,NA
1035907,Python,0,1,W
1035908,C,0,3,NA
1166981,C,11,7,NA
1035910,C|Java|JavaScript(Rhino)|C++,33,50,W
947523,C,7,48,W
1313936,Java,2,0,W
1166986,Java,1,5,W
1166987,C|Java,1,1,W
1100441,C,1,0,W
1035918,Python|C,3,4,NA
1035919,C++,10,40,NA
904849,C|Java|C++,40,44,W
1166994,C|C++,7,19,W
1166995,Java,1,1,NA
1035926,Python|C|C++,3,0,NA
1035927,C++,6,2,W
1406278,Java,2,0,NA
1035932,Python|C,14,7,W
904862,Java,25,17,W
1167008,C++,0,3,NA
1167011,C,8,14,NA
1035940,Java,8,17,W
1167022,Java,3,11,NA
1167023,C|C++,28,25,W
1340746,C|PHP|Java|C++,4,7,W
1436144,C,0,1,NA
1167029,C++,1,6,NA
1035958,C|C++,1,2,NA
1035959,C|Java|C++,30,71,NA
1035960,C,1,2,NA
1167034,C,0,8,NA
1101955,C,1,0,NA
1167038,C,3,6,W
912402,,1,0,S
904898,Text|C++,5,20,NA
1322667,C,1,3,NA
1167048,Java,2,1,W
1167053,C|Java,2,0,W
1167054,C++,2,4,NA
1167055,C|Java,6,17,NA
1035984,C++,2,5,NA
1429201,Java,2,3,W
1035987,Java,40,27,W
1429204,Python,3,10,W
904917,C++,4,0,W
1429221,Python,8,1,W
1036007,Java,1,1,W
904941,C|Java|C++,55,105,S
1036014,C++,0,5,NA
1167087,C|Java,3,9,W
1036016,Python|C|C++,6,2,W
1429237,C++,1,3,W
1167097,C#|Python|C|Java|C++,23,104,W
1167104,Java|C++,2,12,NA
1036033,Python|Java|C++,11,12,NA
1036036,C++,5,9,W
1036038,C#,2,6,NA
904974,C|C++,294,107,S
1036048,Python|PHP|Java|C++,16,5,W
947546,C|C++,6,19,S
904980,C++,1,1,NA
1036053,C++,9,15,NA
1036054,C|Java,7,22,W
1036055,C++,2,0,NA
1036058,Python,4,11,NA
1036061,C|C++,27,21,W
1429284,Java|C++,4,4,W
1036071,C|Java|C++,12,23,W
905000,Python|C|PHP|Java|C++,82,67,S
1036074,C,0,1,NA
1036075,Python|C|C++,7,7,NA
1253385,Java,3,5,W
1429295,Java,0,5,W
1429296,C,0,1,NA
1036082,PHP,5,9,W
1231541,Python 3|C++,1,1,NA
1209696,C++,2,0,W
1036093,C++,0,4,NA
1036094,C++,0,1,NA
1036095,C,0,5,W
1100471,C,9,70,W
1036098,C|C++,7,14,W
1429316,C#,0,9,W
1036103,C++,13,29,NA
1036105,Java,0,6,W
1436149,C,0,1,NA
1429323,C,0,1,NA
905036,C|Java,10,15,W
1167181,Java,1,4,W
1144164,C|Java,5,16,NA
905047,C|C++,10,14,W
1322672,C++,0,7,NA
1167196,Java|C++,8,8,NA
1362620,C,0,1,NA
1429343,C#,1,0,W
1036130,Java|PHP|Ruby,33,34,W
1167208,C|Java,12,16,NA
905065,C|PHP|Ruby|C++,0,13,W
1100478,C#,2,2,NA
1036139,C++,1,9,NA
1167213,C|Java|C++,9,26,NA
1257205,Java,1,1,NA
1167219,C,0,5,NA
1167220,Java,2,5,NA
1429366,Python|Ruby|Java,9,4,W
1167224,Python|Java|C++,5,8,W
905084,C++,1,6,S
1169915,Java,1,2,NA
1036163,C++,18,3,NA
1013101,Java|C++,18,17,W
1036169,C|C++,5,7,NA
1429386,C,2,29,W
905101,C|C++,33,73,W
1429390,C,0,1,NA
1167253,Java,2,0,NA
1086990,C++,1,0,NA
1226256,C++,0,1,W
1275249,C++,0,2,NA
991260,C++,2,2,NA
1044344,PHP|Java,0,15,W
1167267,C,2,1,NA
905129,C++,3,1,S
1036204,C|C++,17,50,NA
1167278,Java,1,6,NA
1122335,C++,1,0,NA
1039813,C,0,1,W
1167282,Java,1,2,W
1144181,Java,2,8,NA
1086991,Java,0,4,W
905148,C|Java|C++,8,21,W
1167293,Java,1,7,W
905150,C|Java,10,20,S
1167296,Java,2,1,W
1167297,Java,1,2,NA
1231565,Java,2,0,W
1167301,Java,1,1,NA
1167302,Java,0,1,NA
1036231,C|C++,14,3,NA
905164,C|Java,4,5,S
1167313,Java,4,5,W
947578,C|C++,5,2,W
1167315,C|Java,48,30,W
1167316,Python|C|C++,216,141,NA
1231568,Java,0,2,W
1167324,C|Java,4,5,W
905181,Java,1,1,W
1167326,C|Java,8,2,W
1436154,C#,0,3,NA
905185,C++,14,7,NA
1036259,C++,6,6,NA
1167334,Java,7,3,W
1122345,C++,28,18,NA
1036269,C#|Python|Java,9,12,W
905201,Java,22,21,W
1036279,C,2,2,NA
1167354,Java,1,2,NA
947585,C|C++,1,4,W
1036286,C++,2,3,NA
1036288,C++,18,70,NA
1036289,Java,1,3,W
905218,Go|Python|C|Java|C++,25,31,W
1036292,C++,3,0,W
1167365,Java,2,0,W
1167367,Java,1,2,NA
905227,C,0,1,S
905228,Python|C|Java|C++,15,8,W
1144196,C++,2,2,NA
1167378,C|C++,215,109,NA
1167379,Java,1,0,W
947589,C,1,1,S
1167381,C#|Java,10,11,W
905238,C,0,3,NA
1167384,C#|C,2,13,W
905241,C++,5,1,NA
905242,C++,6,10,NA
1167390,C|Java,7,3,NA
1167394,Java,0,2,W
1167395,C|Java|C++,3,20,NA
991283,C++,3,4,NA
1036330,C++,20,16,NA
1275273,C|Java,3,2,NA
905268,C#|C|Java|C++,11,22,W
1253430,C,0,2,NA
1340812,C++,6,6,W
1167423,C++,0,1,W
1056444,Java,0,1,W
1036355,Python|Ruby|C|Java,47,122,W
947597,Java,1,3,NA
1167431,Java,0,1,W
1100515,Java,1,3,NA
1036361,C,0,16,W
1167435,Java,1,2,W
1167441,C,1,8,NA
1167447,C,1,7,NA
1167451,Java,0,1,W
1167453,C|C++,23,23,NA
1047716,Java,6,4,NA
1167458,C#,6,3,W
1036393,C|C++,97,172,W
1253438,Java,0,1,W
1167467,C|C++,2,5,W
1167470,Python|Java,8,4,W
1036400,PHP,0,1,NA
1406357,C,1,0,NA
905339,Python|C|C++,54,90,S
1167484,Java,1,0,W
956007,C|C++,18,37,S
1167488,C,2,1,NA
1167489,Java,0,2,W
1036421,Java,10,3,W
1209752,C#,5,8,W
1313953,C++,3,2,NA
1167497,C|Java,7,15,W
1167498,C,1,59,W
1013145,C++,2,1,NA
1167501,C,9,29,W
1167502,Java|C++,5,9,W
1043353,C#|C,7,4,NA
1413415,C,0,1,NA
905362,Java,2,7,W
905366,Python|C++,37,37,S
1318982,C|PHP|Java|C++,6,6,W
1429659,C,1,0,W
905373,Java|C++,13,8,S
1340828,Java,1,3,NA
1167519,Java,1,0,NA
912418,C,0,2,NA
905378,Java,6,26,W
947613,C++,4,7,S
1318984,Java,1,6,W
1167530,C++,1,0,W
1052083,C|Python 3,0,2,NA
1362676,C,0,1,W
1209759,Ruby,2,3,NA
1167537,C,0,9,W
1312159,C,1,9,NA
1036468,Java,1,0,W
1167541,Java,0,1,NA
1209760,Ruby,1,7,NA
1167543,C,2,9,NA
905400,C|C++,12,16,S
1167545,Java,1,0,NA
905404,Python|C++,8,7,S
905405,C++,14,13,S
912419,,1,0,S
1167554,C|PHP|Java|C++,13,17,W
952758,Java,0,8,S
1167558,C,0,3,NA
1209763,Ruby,0,1,W
1167561,C|Java|C++,7,14,NA
947621,C,4,9,NA
964794,C++,6,5,S
1065178,C,2,5,W
1167577,C,1,0,NA
947622,C,0,2,NA
1167579,Java,0,1,NA
1167581,C,1,1,NA
1167582,Python|Java,0,5,W
1253458,Python|C++,1,5,NA
1362685,C,1,0,NA
1209768,Ruby,0,1,W
905450,Java,3,0,W
1025898,C++,9,41,NA
1209769,Ruby,6,12,W
1100095,C,1,2,NA
1167601,Python,0,1,NA
905460,Java|C++,3,1,W
1100544,C,2,17,W
1429758,C,0,2,W
1036544,C,0,5,NA
1429761,C,0,1,NA
905474,C|Java|C++,4,19,W
905477,C++,0,2,NA
1370696,C++,0,1,W
1036553,C|C++,1,3,W
1036554,C|C++,28,9,NA
1100548,C,1,0,NA
1429776,C,0,1,NA
991322,C,0,2,W
1429783,C,0,1,NA
1429787,C|Java|C++|Java (openjdk 1.7.0_09),110,96,W
1275314,Java,1,0,NA
1429801,C|C++,0,2,W
1004078,C#|Java,2,0,W
905531,Java,1,0,W
905532,C|C++,12,40,S
969485,C|C++,4,20,S
1036613,Python|C|C++,14,71,NA
1036614,C|Java,15,14,NA
905547,Python|C++,18,12,W
905550,Java|C++,13,34,W
905559,C++,0,4,NA
905563,Java,7,8,W
1406396,C++,5,13,NA
905573,Python|C|Java|C++,14,34,W
905584,Java|C++,98,38,W
905585,Python|C|PHP|C++,18,48,S
991338,C|C++,3,136,NA
1406401,C,0,1,NA
905599,Python|C++,8,32,NA
905600,Java|C++,26,31,W
905601,Java,8,17,W
905602,C++,15,1,S
1275331,Perl,4,9,W
1036682,Java|C++,0,5,NA
1167755,C++,2,0,NA
1428249,Python,1,0,W
929884,C,1,0,S
1429904,C++,12,8,NA
1036695,C|Java,14,15,NA
1429912,C,0,1,NA
1429913,C++,1,3,NA
1144262,Java,5,29,NA
1036702,C++,33,23,NA
1253490,C,2,5,W
1036708,C,1,4,NA
947656,Python|Java|C++,14,17,S
914811,Python|Java,1,7,S
1428254,Python|C++,22,10,NA
1036716,Python|C|PHP|C++,120,132,W
905645,Python|Java|C++,10,7,S
1036719,Java,55,101,W
905648,C++,1,7,NA
1322692,C,0,1,NA
1036723,Python,2,1,NA
1167797,C|Java,15,6,NA
947659,C|PHP|Java|C++,147,104,S
1167806,C#|C,21,14,NA
905663,Text|C|C++,5,12,NA
